product_id,date,store_id,category,region,supplier_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,unit_price,stockout_risk_score,stockout_risk,inventory_days,reorder_point,inventory_value,potential_revenue_loss
P0069,2025-09-03,S013,Electronics,South,SUP033,12,14,9,0.8,0,-0.25,306.52,0.544,High,0.86,126,3678.24,34943.28
P0060,2025-09-03,S026,Beauty,East,SUP040,36,26,6,0.84,0,-0.2,36.26,0.46,Medium,1.38,156,1305.36,4351.2
P0040,2025-09-03,S004,Beauty,North,SUP037,300,30,5,0.68,1,-0.21,291.13,0.0,Low,10.0,150,87339.0,0.0
P0092,2025-09-03,S029,Clothing,West,SUP032,493,25,14,0.67,1,-0.22,505.02,0.0,Low,19.72,350,248974.86,0.0
P0047,2025-09-03,S022,Grocery,North,SUP004,782,43,13,0.94,0,-0.09,513.44,0.0,Low,18.19,559,401510.08,0.0
P0110,2025-09-04,S019,Grocery,South,SUP014,194,33,8,0.82,0,-0.0,852.0,0.19,Low,5.88,264,165288.0,59640.0
P0076,2025-09-04,S022,Beauty,South,SUP001,97,28,10,0.7,0,,449.73,0.433,Medium,3.46,280,43623.81,82300.59
P0039,2025-09-04,S015,Sports,South,SUP009,545,31,10,0.92,1,-0.11,895.83,0.0,Low,17.58,310,488227.35,0.0
P0014,2025-09-04,S013,Clothing,South,SUP017,75,34,6,0.88,0,0.14,602.44,0.39,Medium,2.21,204,45183.0,77714.76
P0100,2025-09-04,S009,Grocery,West,SUP016,71,47,4,0.9,0,-0.06,292.82,0.365,Medium,1.51,188,20790.22,34259.94
P0146,2025-09-04,S026,Home & Kitchen,North,SUP003,363,26,12,0.75,0,0.09,742.83,0.0,Low,13.96,312,269647.29,0.0
P0002,2025-09-04,S009,Sports,North,SUP034,81,15,14,0.88,0,-0.11,887.58,0.366,Medium,5.4,210,71893.98,114497.82
P0187,2025-09-04,S004,Electronics,East,SUP005,13,10,13,0.8,0,0.22,146.03,0.563,High,1.3,130,1898.39,17085.51
P0036,2025-09-04,S029,Home & Kitchen,North,SUP026,122,20,8,0.71,0,0.18,812.65,0.22,Low,6.1,160,99143.3,30880.7
P0029,2025-09-04,S020,Clothing,South,SUP021,11,14,3,0.89,0,,242.4,0.435,Medium,0.79,42,2666.4,7514.4
P0130,2025-09-04,S014,Sports,East,SUP035,105,22,7,0.98,0,-0.23,24.07,0.179,Low,4.77,154,2527.35,1179.43
P0115,2025-09-04,S024,Electronics,East,SUP014,184,17,3,0.73,0,0.2,626.03,0.0,Low,10.82,51,115189.52,0.0
P0005,2025-09-04,S017,Grocery,North,SUP017,829,51,2,0.84,0,0.08,84.91,0.0,Low,16.25,102,70390.39,0.0
P0158,2025-09-04,S007,Clothing,East,SUP040,405,28,8,0.79,0,-0.17,70.4,0.0,Low,14.46,224,28512.0,0.0
P0065,2025-09-04,S001,Sports,South,SUP022,428,18,10,0.74,0,0.1,34.69,0.0,Low,23.78,180,14847.32,0.0
P0032,2025-09-04,S023,Home & Kitchen,West,SUP027,362,18,6,0.97,0,0.23,194.92,0.0,Low,20.11,108,70561.04,0.0
P0173,2025-09-04,S024,Beauty,West,SUP024,139,35,12,0.95,0,0.13,672.81,0.393,Medium,3.97,420,93520.59,189059.61
P0119,2025-09-04,S018,Home & Kitchen,South,SUP010,238,28,13,0.79,0,0.24,670.15,0.266,Medium,8.5,364,159495.7,84438.9
P0025,2025-09-04,S003,Sports,East,SUP012,170,17,12,0.68,0,0.13,37.48,0.184,Low,10.0,204,6371.6,1274.32
P0151,2025-09-04,S024,Grocery,West,SUP007,401,70,4,0.93,1,0.22,715.22,0.0,Low,5.73,280,286803.22,0.0
P0012,2025-09-05,S030,Beauty,East,SUP007,934,39,6,0.73,0,0.13,115.01,0.0,Low,23.95,234,107419.34,0.0
P0196,2025-09-05,S028,Clothing,North,SUP035,793,33,7,0.75,1,0.03,104.31,0.0,Low,24.03,231,82717.83,0.0
P0031,2025-09-05,S029,Electronics,East,SUP025,297,14,4,0.84,1,-0.03,791.9,0.0,Low,21.21,56,235194.3,0.0
P0186,2025-09-05,S009,Grocery,East,SUP039,441,44,7,0.88,0,-0.22,63.84,0.0,Low,10.02,308,28153.44,0.0
P0097,2025-09-05,S019,Sports,East,SUP039,325,25,5,0.75,0,-0.05,804.63,0.0,Low,13.0,125,261504.75,0.0
P0137,2025-09-05,S012,Sports,North,SUP021,336,21,2,0.86,0,-0.02,719.87,0.0,Low,16.0,42,241876.32,0.0
P0198,2025-09-05,S007,Grocery,East,SUP004,73,59,13,0.8,0,-0.08,894.71,0.547,High,1.24,767,65313.83,620928.74
P0183,2025-09-05,S002,Electronics,North,SUP024,276,19,10,0.83,1,0.2,503.68,0.0,Low,14.53,190,139015.68,0.0
P0172,2025-09-05,S002,Electronics,North,SUP024,168,9,2,0.8,1,-0.06,307.72,0.0,Low,18.67,18,51696.96,0.0
P0049,2025-09-05,S024,Clothing,West,SUP007,154,41,10,0.73,1,0.24,170.29,0.534,High,3.76,410,26224.66,43594.24
P0080,2025-09-05,S010,Home & Kitchen,South,SUP012,97,13,9,0.98,0,0.18,357.59,0.116,Low,7.46,117,34686.23,7151.8
P0029,2025-09-05,S009,Home & Kitchen,South,SUP015,390,18,9,0.7,0,-0.14,854.57,0.0,Low,21.67,162,333282.3,0.0
P0156,2025-09-05,S012,Sports,South,SUP010,322,21,14,0.97,0,0.15,344.13,0.0,Low,15.33,294,110809.86,0.0
P0131,2025-09-05,S026,Grocery,North,SUP005,395,89,13,0.95,1,-0.21,469.66,0.474,Medium,4.44,1157,185515.7,357880.92
P0200,2025-09-05,S021,Electronics,South,SUP028,258,19,3,0.76,0,0.23,65.85,0.0,Low,13.58,57,16989.3,0.0
P0132,2025-09-05,S015,Sports,West,SUP039,509,23,14,0.89,0,-0.17,887.04,0.0,Low,22.13,322,451503.36,0.0
P0040,2025-09-05,S022,Electronics,South,SUP036,17,19,12,0.94,0,-0.05,72.2,0.522,High,0.89,228,1227.4,15234.2
P0050,2025-09-06,S016,Home & Kitchen,North,SUP028,76,17,10,0.65,0,0.1,768.0,0.4,Medium,4.47,170,58368.0,72192.0
P0034,2025-09-06,S001,Clothing,West,SUP023,204,17,6,0.7,0,-0.24,432.44,0.0,Low,12.0,102,88217.76,0.0
P0017,2025-09-06,S016,Clothing,West,SUP009,702,33,10,0.73,0,-0.03,492.71,0.0,Low,21.27,330,345882.42,0.0
P0033,2025-09-06,S003,Sports,South,SUP010,64,12,7,0.67,0,0.13,585.86,0.225,Low,5.33,84,37495.04,11717.2
P0154,2025-09-06,S013,Grocery,West,SUP028,436,22,12,0.69,0,0.09,880.2,0.0,Low,19.82,264,383767.2,0.0
P0059,2025-09-06,S018,Grocery,South,SUP040,662,61,8,0.94,0,-0.11,540.53,0.0,Low,10.85,488,357830.86,0.0
P0075,2025-09-06,S004,Beauty,East,SUP018,289,20,10,0.81,0,0.23,307.42,0.0,Low,14.45,200,88844.38,0.0
P0064,2025-09-06,S011,Electronics,West,SUP027,339,14,14,0.84,0,0.04,493.25,0.0,Low,24.21,196,167211.75,0.0
P0191,2025-09-06,S027,Sports,West,SUP024,222,21,7,0.91,1,-0.04,256.67,0.0,Low,10.57,147,56980.74,0.0
P0056,2025-09-06,S019,Grocery,West,SUP031,432,32,3,0.92,0,-0.12,156.61,0.0,Low,13.5,96,67655.52,0.0
P0065,2025-09-06,S011,Beauty,South,SUP034,494,20,10,0.95,0,-0.24,311.54,0.0,Low,24.7,200,153900.76,0.0
P0025,2025-09-06,S005,Home & Kitchen,South,SUP038,726,31,4,0.76,0,0.14,307.47,0.0,Low,23.42,124,223223.22,0.0
P0024,2025-09-06,S011,Home & Kitchen,South,SUP017,252,18,13,0.98,0,0.07,204.79,0.0,Low,14.0,234,51607.08,0.0
P0046,2025-09-06,S008,Home & Kitchen,East,SUP002,439,21,5,0.83,1,-0.12,300.1,0.0,Low,20.9,105,131743.9,0.0
P0039,2025-09-06,S024,Home & Kitchen,South,SUP019,391,23,14,0.86,1,0.16,746.91,0.034,Low,17.0,322,292041.81,0.0
P0174,2025-09-06,S026,Home & Kitchen,West,SUP007,152,45,8,0.95,1,-0.14,588.45,0.429,Medium,3.38,360,89444.4,122397.6
P0185,2025-09-06,S028,Grocery,South,SUP024,224,54,13,0.81,0,-0.01,156.61,0.421,Medium,4.15,702,35080.64,74859.58
P0185,2025-09-07,S012,Home & Kitchen,South,SUP026,15,14,4,0.86,0,0.08,38.23,0.439,Medium,1.07,56,573.45,1567.43
P0124,2025-09-07,S023,Beauty,North,SUP031,591,47,11,0.79,1,-0.08,269.59,0.074,Low,12.57,517,159327.69,0.0
P0021,2025-09-07,S007,Clothing,North,SUP036,432,22,8,0.99,0,0.13,443.93,0.0,Low,19.64,176,191777.76,0.0
P0065,2025-09-07,S013,Grocery,South,SUP026,988,52,4,0.92,0,-0.08,185.64,0.0,Low,19.0,208,183412.32,0.0
P0060,2025-09-07,S010,Home & Kitchen,West,SUP032,20,10,10,0.82,0,-0.04,568.58,0.481,Medium,2.0,100,11371.6,45486.4
P0041,2025-09-07,S001,Home & Kitchen,West,SUP016,441,32,4,0.66,1,0.09,751.53,0.0,Low,13.78,128,331424.73,0.0
P0148,2025-09-07,S011,Grocery,North,SUP032,324,61,11,0.79,0,0.07,578.44,0.344,Medium,5.31,671,187414.56,200718.68
P0070,2025-09-07,S015,Clothing,East,SUP021,332,31,13,0.93,0,-0.07,367.42,0.114,Low,10.71,403,121983.44,26086.82
P0008,2025-09-07,S020,Electronics,North,SUP019,266,21,2,0.99,0,-0.04,326.3,0.0,Low,12.67,42,86795.8,0.0
P0107,2025-09-07,S007,Beauty,North,SUP029,129,34,13,0.81,0,0.03,726.85,0.439,Medium,3.79,442,93763.65,227504.05
P0193,2025-09-07,S007,Clothing,West,SUP031,399,30,2,0.85,0,-0.17,414.26,0.0,Low,13.3,60,165289.74,0.0
P0188,2025-09-07,S001,Beauty,West,SUP016,748,37,11,0.75,1,0.16,324.34,0.0,Low,20.22,407,242606.32,0.0
P0134,2025-09-07,S027,Grocery,East,SUP039,851,35,10,0.71,1,-0.25,153.75,0.0,Low,24.31,350,130841.25,0.0
P0079,2025-09-07,S023,Grocery,North,SUP004,513,61,8,0.9,0,0.16,214.97,0.013,Low,8.41,488,110279.61,0.0
P0194,2025-09-07,S011,Clothing,South,SUP014,238,19,14,0.91,0,-0.14,787.26,0.08,Low,12.53,266,187367.88,22043.28
P0179,2025-09-08,S014,Electronics,South,SUP013,92,11,9,0.68,0,0.11,398.44,0.13,Low,8.36,99,36656.48,2789.08
P0099,2025-09-08,S027,Clothing,East,SUP034,151,30,5,0.75,0,0.11,559.08,0.07,Low,5.03,150,84421.08,0.0
P0181,2025-09-08,S010,Sports,East,SUP040,143,21,5,0.97,0,0.03,128.79,0.0,Low,6.81,105,18416.97,0.0
P0080,2025-09-08,S016,Grocery,West,SUP024,65,19,4,0.66,0,0.09,324.23,0.173,Low,3.42,76,21074.95,3566.53
P0163,2025-09-08,S011,Home & Kitchen,East,SUP011,23,10,3,0.91,1,-0.14,459.44,0.247,Low,2.3,30,10567.12,3216.08
P0146,2025-09-08,S001,Sports,West,SUP022,26,11,2,0.7,0,-0.03,255.6,0.0,Low,2.36,22,6645.6,0.0
P0119,2025-09-08,S005,Electronics,West,SUP006,48,21,10,0.7,0,0.12,264.92,0.509,High,2.29,210,12716.16,42917.04
P0182,2025-09-08,S030,Grocery,South,SUP023,14,25,9,0.83,0,-0.18,868.69,0.556,High,0.56,225,12161.66,183293.59
P0004,2025-09-08,S017,Electronics,South,SUP033,60,17,12,0.71,0,0.2,571.13,0.479,Medium,3.53,204,34267.8,82242.72
P0131,2025-09-08,S021,Sports,East,SUP001,297,15,3,0.79,0,-0.14,692.57,0.0,Low,19.8,45,205693.29,0.0
P0163,2025-09-08,S022,Sports,North,SUP025,254,12,7,0.65,0,0.09,584.33,0.0,Low,21.17,84,148419.82,0.0
P0146,2025-09-08,S012,Grocery,North,SUP037,167,29,6,0.98,0,0.06,879.94,0.033,Low,5.76,174,146949.98,6159.58
P0099,2025-09-08,S013,Grocery,East,SUP010,636,57,9,0.76,0,-0.18,740.95,0.0,Low,11.16,513,471244.2,0.0
P0193,2025-09-08,S016,Clothing,West,SUP033,590,34,14,0.66,0,-0.1,887.49,0.0,Low,17.35,476,523619.1,0.0
P0032,2025-09-08,S024,Sports,West,SUP013,15,8,9,,0,-0.07,309.4,0.464,Medium,1.88,72,4641.0,17635.8
P0073,2025-09-08,S008,Beauty,North,SUP008,363,26,14,0.94,0,-0.21,337.17,0.017,Low,13.96,364,122392.71,337.17
P0058,2025-09-08,S025,Grocery,South,SUP014,109,28,3,0.87,0,0.02,193.56,0.0,Low,3.89,84,21098.04,0.0
P0039,2025-09-08,S025,Home & Kitchen,East,SUP005,193,15,5,0.93,0,-0.02,624.93,0.0,Low,12.87,75,120611.49,0.0
P0131,2025-09-09,S015,Sports,North,SUP014,111,25,11,0.82,0,-0.22,242.87,0.372,Medium,4.44,275,26958.57,39830.68
P0187,2025-09-09,S027,Grocery,East,SUP021,645,45,10,0.82,0,-0.21,371.37,0.0,Low,14.33,450,239533.65,0.0
P0155,2025-09-09,S027,Beauty,North,SUP005,340,24,7,0.73,0,-0.08,495.73,0.0,Low,14.17,168,168548.2,0.0
P0036,2025-09-09,S015,Beauty,East,SUP001,1185,52,9,0.72,1,-0.21,452.76,0.0,Low,22.79,468,536520.6,0.0
P0042,2025-09-09,S011,Beauty,South,SUP036,173,29,5,0.8,0,-0.01,519.76,0.0,Low,5.97,145,89918.48,0.0
P0180,2025-09-09,S023,Electronics,North,SUP018,200,15,8,0.65,0,-0.16,725.12,0.0,Low,13.33,120,145024.0,0.0
P0059,2025-09-09,S002,Sports,South,SUP026,243,11,13,0.91,0,0.0,21.89,0.0,Low,22.09,143,5319.27,0.0
P0058,2025-09-09,S007,Grocery,North,SUP003,791,75,2,0.77,1,-0.07,751.11,0.0,Low,10.55,150,594128.01,0.0
P0092,2025-09-09,S012,Grocery,North,SUP032,364,49,7,0.78,1,-0.2,723.28,0.121,Low,7.43,343,263273.92,0.0
P0074,2025-09-09,S002,Beauty,East,SUP006,606,34,7,0.68,0,-0.05,752.95,0.0,Low,17.82,238,456287.7,0.0
P0037,2025-09-09,S005,Beauty,South,SUP002,37,23,8,0.71,1,-0.13,612.15,0.61,High,1.61,184,22649.55,89986.05
P0160,2025-09-09,S011,Clothing,North,SUP017,478,21,2,0.87,1,0.16,793.06,0.0,Low,22.76,42,379082.68,0.0
P0020,2025-09-10,S017,Grocery,South,SUP030,1168,61,6,0.9,0,-0.03,795.2,0.0,Low,19.15,366,928793.6,0.0
P0192,2025-09-10,S011,Clothing,West,SUP001,694,37,13,0.89,1,-0.01,639.17,0.0,Low,18.76,481,443583.98,0.0
P0001,2025-09-10,S029,Beauty,North,SUP040,190,35,6,0.93,0,-0.07,457.04,0.07,Low,5.43,210,86837.6,9140.8
P0070,2025-09-10,S016,Beauty,West,SUP021,865,41,3,0.98,1,-0.17,680.45,0.0,Low,21.1,123,588589.25,0.0
P0146,2025-09-10,S018,Beauty,East,SUP015,398,32,2,0.73,1,-0.13,438.84,0.0,Low,12.44,64,174658.32,0.0
P0111,2025-09-10,S019,Beauty,South,SUP038,370,25,6,0.91,1,-0.15,843.97,0.0,Low,14.8,150,312268.9,0.0
P0060,2025-09-10,S001,Beauty,West,SUP006,1291,52,6,0.8,1,-0.04,762.79,0.0,Low,24.83,312,984761.89,0.0
P0004,2025-09-10,S020,Clothing,West,SUP012,52,13,9,0.93,0,0.01,825.57,0.321,Medium,4.0,117,42929.64,53662.05
P0161,2025-09-10,S026,Beauty,East,SUP017,369,22,4,0.95,0,0.12,237.56,0.0,Low,16.77,88,87659.64,0.0
P0135,2025-09-10,S021,Beauty,North,SUP016,266,14,12,0.74,0,-0.11,123.79,0.0,Low,19.0,168,32928.14,0.0
P0005,2025-09-10,S005,Electronics,West,SUP007,131,16,5,0.69,0,-0.05,449.35,0.0,Low,8.19,80,58864.85,0.0
P0150,2025-09-10,S006,Clothing,West,SUP003,75,30,9,0.79,0,-0.06,254.78,0.448,Medium,2.5,270,19108.5,49682.1
P0184,2025-09-10,S006,Electronics,East,SUP008,91,10,13,0.74,0,0.08,129.48,0.237,Low,9.1,130,11782.68,5049.72
P0092,2025-09-10,S004,Electronics,West,SUP040,602,25,4,0.94,1,0.12,19.46,0.0,Low,24.08,100,11714.92,0.0
P0046,2025-09-10,S028,Home & Kitchen,East,SUP035,275,18,6,0.85,1,-0.19,218.44,0.0,Low,15.28,108,60071.0,0.0
P0117,2025-09-10,S009,Sports,South,SUP025,148,24,5,0.94,0,0.17,556.48,0.0,Low,6.17,120,82359.04,0.0
P0010,2025-09-10,S018,Grocery,West,SUP002,447,20,12,0.98,0,0.19,239.26,0.0,Low,22.35,240,106949.22,0.0
P0174,2025-09-10,S016,Clothing,East,SUP030,771,35,3,0.7,0,-0.12,461.8,0.0,Low,22.03,105,356047.8,0.0
P0075,2025-09-10,S017,Home & Kitchen,South,SUP040,302,13,7,0.82,0,0.11,167.92,0.0,Low,23.23,91,50711.84,0.0
P0085,2025-09-10,S027,Home & Kitchen,North,SUP022,269,30,13,0.84,0,0.01,173.16,0.211,Low,8.97,390,46580.04,20952.36
P0190,2025-09-10,S022,Electronics,West,SUP038,378,19,2,0.84,1,-0.01,748.7,0.0,Low,19.89,38,283008.6,0.0
P0112,2025-09-10,S006,Beauty,North,SUP004,30,37,9,0.8,0,-0.2,100.95,0.549,High,0.81,333,3028.5,30587.85
P0064,2025-09-10,S020,Home & Kitchen,South,SUP024,14,27,5,0.79,0,-0.1,336.51,0.542,High,0.52,135,4711.14,40717.71
P0089,2025-09-10,S025,Beauty,West,SUP040,16,29,9,0.8,0,-0.15,239.92,0.564,High,0.55,261,3838.72,58780.4
P0124,2025-09-10,S002,Grocery,West,SUP027,225,31,5,0.93,0,0.13,653.01,0.0,Low,7.26,155,146927.25,0.0
P0063,2025-09-10,S019,Grocery,South,SUP039,42,20,8,0.76,0,0.03,249.04,0.466,Medium,2.1,160,10459.68,29386.72
P0177,2025-09-10,S027,Clothing,West,SUP017,196,26,10,0.86,0,0.22,277.21,0.192,Low,7.54,260,54333.16,17741.44
P0050,2025-09-10,S005,Electronics,North,SUP007,196,13,9,0.89,0,0.1,556.63,0.0,Low,15.08,117,109099.48,0.0
P0121,2025-09-10,S030,Electronics,South,SUP038,35,15,12,0.77,0,-0.21,195.07,0.498,Medium,2.33,180,6827.45,28285.15
P0119,2025-09-10,S017,Beauty,East,SUP026,289,39,4,0.69,0,-0.07,197.51,0.0,Low,7.41,156,57080.39,0.0
P0038,2025-09-10,S029,Home & Kitchen,South,SUP020,154,17,7,0.74,0,0.19,192.01,0.0,Low,9.06,119,29569.54,0.0
P0143,2025-09-10,S029,Sports,East,SUP020,159,7,9,0.94,0,0.05,532.8,0.0,Low,22.71,63,84715.2,0.0
P0023,2025-09-11,S023,Grocery,South,SUP020,819,59,9,0.89,0,0.16,567.09,0.0,Low,13.88,531,464446.71,0.0
P0051,2025-09-11,S009,Beauty,North,SUP020,521,35,13,0.69,1,0.11,156.79,0.109,Low,14.89,455,81687.59,0.0
P0124,2025-09-11,S009,Sports,North,SUP007,469,20,9,0.97,0,0.17,606.31,0.0,Low,23.45,180,284359.39,0.0
P0142,2025-09-11,S005,Beauty,West,SUP001,100,20,6,0.89,0,-0.04,521.47,0.118,Low,5.0,120,52147.0,10429.4
P0199,2025-09-11,S026,Electronics,West,SUP005,457,21,13,0.91,0,-0.0,42.78,0.0,Low,21.76,273,19550.46,0.0
P0136,2025-09-11,S015,Home & Kitchen,North,SUP012,64,15,13,0.97,0,0.08,563.18,0.383,Medium,4.27,195,36043.52,73776.58
P0144,2025-09-11,S014,Home & Kitchen,South,SUP012,393,19,9,0.73,0,-0.12,829.95,0.0,Low,20.68,171,326170.35,0.0
P0168,2025-09-11,S009,Home & Kitchen,North,SUP001,374,21,11,0.79,0,-0.17,35.24,0.0,Low,17.81,231,13179.76,0.0
P0176,2025-09-11,S019,Home & Kitchen,South,SUP040,606,29,6,0.93,1,-0.01,590.47,0.0,Low,20.9,174,357824.82,0.0
P0162,2025-09-11,S020,Home & Kitchen,East,SUP008,378,16,5,0.96,0,-0.08,160.39,0.0,Low,23.62,80,60627.42,0.0
P0027,2025-09-11,S014,Beauty,East,SUP027,924,39,6,0.76,0,0.01,34.65,0.0,Low,23.69,234,32016.6,0.0
P0008,2025-09-11,S018,Beauty,West,SUP006,208,12,3,0.78,0,-0.21,202.31,0.0,Low,17.33,36,42080.48,0.0
P0082,2025-09-11,S005,Sports,South,SUP015,106,12,13,0.77,0,0.22,282.84,0.255,Medium,8.83,156,29981.04,14142.0
P0129,2025-09-11,S013,Grocery,West,SUP033,1068,56,8,0.81,0,-0.13,865.38,0.0,Low,19.07,448,924225.84,0.0
P0148,2025-09-11,S020,Home & Kitchen,West,SUP037,156,11,8,0.83,0,0.11,372.4,0.0,Low,14.18,88,58094.4,0.0
P0163,2025-09-11,S008,Beauty,East,SUP019,227,26,8,0.73,0,0.19,199.63,0.037,Low,8.73,208,45316.01,0.0
P0132,2025-09-11,S015,Beauty,East,SUP036,475,32,9,0.77,0,-0.12,427.45,0.0,Low,14.84,288,203038.75,0.0
P0118,2025-09-11,S011,Electronics,South,SUP002,296,12,5,0.72,0,0.19,813.5,0.0,Low,24.67,60,240796.0,0.0
P0174,2025-09-11,S013,Clothing,North,SUP026,78,12,12,0.65,0,-0.11,69.43,0.338,Medium,6.5,144,5415.54,4582.38
P0127,2025-09-11,S010,Beauty,West,SUP033,271,17,14,0.77,0,-0.06,580.9,0.0,Low,15.94,238,157423.9,0.0
P0144,2025-09-11,S022,Electronics,North,SUP026,327,19,5,0.81,0,-0.08,265.21,0.0,Low,17.21,95,86723.67,0.0
P0017,2025-09-12,S025,Sports,South,SUP013,24,9,8,0.66,0,0.18,640.16,0.465,Medium,2.67,72,15363.84,30727.68
P0132,2025-09-12,S002,Clothing,East,SUP019,290,21,6,0.97,0,-0.14,566.13,0.0,Low,13.81,126,164177.7,0.0
P0189,2025-09-12,S003,Home & Kitchen,East,SUP014,297,22,4,0.81,0,0.13,134.77,0.0,Low,13.5,88,40026.69,0.0
P0082,2025-09-12,S006,Grocery,North,SUP017,411,37,8,0.71,0,0.0,772.86,0.0,Low,11.11,296,317645.46,0.0
P0040,2025-09-12,S023,Grocery,West,SUP016,690,60,4,0.83,0,0.18,187.11,0.0,Low,11.5,240,129105.9,0.0
P0173,2025-09-12,S010,Clothing,South,SUP036,50,29,7,0.95,0,-0.2,720.68,0.425,Medium,1.72,203,36034.0,110264.04
P0129,2025-09-12,S011,Grocery,South,SUP009,404,51,5,0.96,0,0.03,538.18,0.0,Low,7.92,255,217424.72,0.0
P0122,2025-09-12,S021,Home & Kitchen,South,SUP025,323,16,12,0.82,0,0.0,558.46,0.0,Low,20.19,192,180382.58,0.0
P0146,2025-09-12,S023,Home & Kitchen,South,SUP020,181,15,9,0.77,0,-0.14,578.86,0.0,Low,12.07,135,104773.66,0.0
P0068,2025-09-12,S026,Grocery,South,SUP023,586,65,8,0.95,1,0.11,502.82,0.054,Low,9.02,520,294652.52,0.0
P0128,2025-09-12,S014,Beauty,South,SUP003,113,16,9,0.75,0,-0.19,677.98,0.18,Low,7.06,144,76611.74,21017.38
P0184,2025-09-12,S010,Grocery,East,SUP038,438,51,6,0.69,0,0.17,109.04,0.0,Low,8.59,306,47759.52,0.0
P0110,2025-09-12,S007,Grocery,West,SUP004,853,57,10,0.7,0,-0.18,66.53,0.0,Low,14.96,570,56750.09,0.0
P0064,2025-09-12,S019,Beauty,South,SUP038,454,22,3,0.87,0,0.05,349.16,0.0,Low,20.64,66,158518.64,0.0
P0001,2025-09-12,S023,Electronics,East,SUP008,152,16,5,0.69,0,0.15,591.39,0.0,Low,9.5,80,89891.28,0.0
P0186,2025-09-12,S014,Grocery,West,SUP021,778,63,2,0.76,0,0.08,164.16,0.0,Low,12.35,126,127716.48,0.0
P0117,2025-09-12,S027,Clothing,West,SUP007,293,20,11,0.86,1,-0.05,60.89,0.0,Low,14.65,220,17840.77,0.0
P0021,2025-09-12,S018,Home & Kitchen,North,SUP032,432,28,13,0.87,1,0.12,639.49,0.042,Low,15.43,364,276259.68,0.0
P0029,2025-09-12,S005,Electronics,South,SUP009,713,30,12,0.95,1,0.1,267.07,0.0,Low,23.77,360,190420.91,0.0
P0036,2025-09-12,S020,Electronics,North,SUP011,101,24,12,0.92,1,-0.22,667.61,0.476,Medium,4.21,288,67428.61,124843.07
P0022,2025-09-12,S019,Electronics,West,SUP006,267,22,3,0.82,1,0.15,454.98,0.0,Low,12.14,66,121479.66,0.0
P0140,2025-09-12,S021,Clothing,South,SUP026,775,34,10,0.99,0,0.19,715.87,0.0,Low,22.79,340,554799.25,0.0
P0006,2025-09-12,S008,Grocery,North,SUP012,1105,45,11,0.65,0,0.21,93.65,0.0,Low,24.56,495,103483.25,0.0
P0044,2025-09-12,S026,Grocery,South,SUP019,580,34,11,0.73,0,-0.17,834.32,0.0,Low,17.06,374,483905.6,0.0
P0190,2025-09-13,S021,Beauty,West,SUP032,348,25,3,0.76,0,0.19,309.57,0.0,Low,13.92,75,107730.36,0.0
P0119,2025-09-13,S001,Beauty,West,SUP037,195,19,2,0.65,0,-0.24,186.66,0.0,Low,10.26,38,36398.7,0.0
P0003,2025-09-13,S010,Sports,South,SUP033,133,12,6,0.87,0,-0.09,721.34,0.0,Low,11.08,72,95938.22,0.0
P0093,2025-09-13,S028,Home & Kitchen,South,SUP014,243,17,6,0.79,0,0.06,377.16,0.0,Low,14.29,102,91649.88,0.0
P0199,2025-09-13,S020,Clothing,East,SUP023,287,22,5,0.96,0,-0.16,485.47,0.0,Low,13.05,110,139329.89,0.0
P0184,2025-09-13,S009,Electronics,East,SUP030,163,20,2,0.93,0,-0.05,283.71,0.0,Low,8.15,40,46244.73,0.0
P0180,2025-09-13,S004,Grocery,West,SUP016,131,25,6,0.68,1,-0.06,868.57,0.249,Low,5.24,150,113782.67,16502.83
P0166,2025-09-13,S003,Electronics,East,SUP019,27,9,12,0.84,1,0.23,376.5,0.572,High,3.0,108,10165.5,30496.5
P0197,2025-09-13,S016,Home & Kitchen,West,SUP033,189,14,2,,0,-0.13,535.64,0.0,Low,13.5,28,101235.96,0.0
P0053,2025-09-13,S030,Clothing,West,SUP024,83,17,14,0.68,0,-0.1,724.63,0.437,Medium,4.88,238,60144.29,112317.65
P0013,2025-09-13,S012,Grocery,North,SUP031,26,28,8,0.8,0,0.12,895.57,0.546,High,0.93,224,23284.82,177322.86
P0113,2025-09-13,S022,Beauty,South,SUP021,112,33,13,0.69,0,0.02,12.03,0.485,Medium,3.39,429,1347.36,3813.51
P0176,2025-09-13,S030,Home & Kitchen,West,SUP014,600,26,6,0.8,0,0.08,414.99,0.0,Low,23.08,156,248994.0,0.0
P0091,2025-09-13,S029,Grocery,North,SUP014,86,27,4,0.67,0,0.15,141.7,0.209,Low,3.19,108,12186.2,3117.4
P0112,2025-09-13,S010,Grocery,West,SUP006,1258,67,14,0.8,1,-0.01,323.56,0.0,Low,18.78,938,407038.48,0.0
P0151,2025-09-13,S025,Sports,East,SUP008,436,21,12,0.75,0,0.04,605.06,0.0,Low,20.76,252,263806.16,0.0
P0166,2025-09-13,S026,Electronics,North,SUP015,362,17,2,0.73,0,0.25,398.06,0.0,Low,21.29,34,144097.72,0.0
P0071,2025-09-13,S021,Grocery,West,SUP028,797,45,13,0.91,0,0.04,561.11,0.0,Low,17.71,585,447204.67,0.0
